Statistic_Label,Census_Year,Sex,Regular_Unpaid_Help,Age_Group,Present_Economic_Status,Unit,Value
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Employer or own account worker,Number,623
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Employee,Number,3553
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Assisting relative,Number,114
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Unemployed looking for first regular job,Number,54
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Unemployed having lost or given up previous job,Number,1375
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Student or pupil,Number,161
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Looking after home/family,Number,4624
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Retired,Number,19
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Unable to work due to permanent sickness or disability,Number,433
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,25 - 44 years,Other economic status,Number,275
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,All persons aged 15 years and over,Number,18919
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Employer or own account worker,Number,1504
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Employee,Number,5204
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Assisting relative,Number,222
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unemployed looking for first regular job,Number,16
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unemployed having lost or given up previous job,Number,1656
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Student or pupil,Number,60
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Looking after home/family,Number,7252
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Retired,Number,1262
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Unable to work due to permanent sickness or disability,Number,1343
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,45 - 64 years,Other economic status,Number,400
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,All persons aged 15 years and over,Number,8832
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Employer or own account worker,Number,219
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Employee,Number,195
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Assisting relative,Number,32
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Unemployed having lost or given up previous job,Number,22
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Student or pupil,Number,2
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Looking after home/family,Number,2762
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Retired,Number,5364
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Unable to work due to permanent sickness or disability,Number,180
Carers Aged 15 Years And Over,2011,Both sexes,43 or more hours unpaid help per week,65 years and over,Other economic status,Number,56
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,All persons aged 15 years and over,Number,21569
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Employer or own account worker,Number,1717
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Employee,Number,6962
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Assisting relative,Number,91
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Unemployed looking for first regular job,Number,233
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Unemployed having lost or given up previous job,Number,2685
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Student or pupil,Number,951
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Looking after home/family,Number,4185
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Retired,Number,3099
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Unable to work due to permanent sickness or disability,Number,1465
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,All ages,Other economic status,Number,181
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,All persons aged 15 years and over,Number,1587
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Employer or own account worker,Number,15
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Employee,Number,352
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Assisting relative,Number,4
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Unemployed looking for first regular job,Number,108
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Unemployed having lost or given up previous job,Number,268
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Student or pupil,Number,697
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Looking after home/family,Number,90
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Retired,Number,1
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Unable to work due to permanent sickness or disability,Number,33
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,15 - 24 years,Other economic status,Number,19
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,All persons aged 15 years and over,Number,7309
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Employer or own account worker,Number,558
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Employee,Number,3315
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Assisting relative,Number,29
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Unemployed looking for first regular job,Number,94
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Unemployed having lost or given up previous job,Number,1250
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Student or pupil,Number,192
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Looking after home/family,Number,1428
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Retired,Number,21
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Unable to work due to permanent sickness or disability,Number,343
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,25 - 44 years,Other economic status,Number,79
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,All persons aged 15 years and over,Number,8763
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Employer or own account worker,Number,1002
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Employee,Number,3188
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Assisting relative,Number,48
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Unemployed looking for first regular job,Number,31
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Unemployed having lost or given up previous job,Number,1140
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Student or pupil,Number,60
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Looking after home/family,Number,1822
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Retired,Number,511
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Unable to work due to permanent sickness or disability,Number,887
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,45 - 64 years,Other economic status,Number,74
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,All persons aged 15 years and over,Number,3910
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Employer or own account worker,Number,142
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Employee,Number,107
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Assisting relative,Number,10
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Unemployed looking for first regular job,Number,0
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Unemployed having lost or given up previous job,Number,27
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Student or pupil,Number,2
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Looking after home/family,Number,845
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Retired,Number,2566
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Unable to work due to permanent sickness or disability,Number,202
Carers Aged 15 Years And Over,2011,Both sexes,Not stated,65 years and over,Other economic status,Number,9
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,All persons aged 15 years and over,Number,70925
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Employer or own account worker,Number,13092
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Employee,Number,25375
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Assisting relative,Number,325
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Unemployed looking for first regular job,Number,558
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Unemployed having lost or given up previous job,Number,9928
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Student or pupil,Number,3217
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Looking after home/family,Number,3752
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Retired,Number,10597
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Unable to work due to permanent sickness or disability,Number,3512
Carers Aged 15 Years And Over,2011,Male,All carers,All ages,Other economic status,Number,569
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,All persons aged 15 years and over,Number,4547
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Employer or own account worker,Number,76
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Employee,Number,934
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Assisting relative,Number,24
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Unemployed looking for first regular job,Number,271
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Unemployed having lost or given up previous job,Number,679
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Student or pupil,Number,2361
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Looking after home/family,Number,86
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Retired,Number,3
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Unable to work due to permanent sickness or disability,Number,62
Carers Aged 15 Years And Over,2011,Male,All carers,15 - 24 years,Other economic status,Number,51
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,All persons aged 15 years and over,Number,23245
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Employer or own account worker,Number,4105
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Employee,Number,11282
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Assisting relative,Number,114
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Unemployed looking for first regular job,Number,219
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Unemployed having lost or given up previous job,Number,4525
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Student or pupil,Number,658
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Looking after home/family,Number,1285
Carers Aged 15 Years And Over,2011,Male,All carers,25 - 44 years,Retired,Number,47
